"Persons Aged 15 Years and Over Place of Work","Woree","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Woree","Total",2041
"Persons Aged 15 Years and Over Place of Work","Babinda","Employee",726
"Persons Aged 15 Years and Over Place of Work","Babinda","Owner manager of incorporated enterprise with employees",66
"Persons Aged 15 Years and Over Place of Work","Babinda","Owner manager of incorporated enterprise without employees",32
"Persons Aged 15 Years and Over Place of Work","Babinda","Owner manager of incorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Babinda","Owner manager of unincorporated enterprise with employees",69
"Persons Aged 15 Years and Over Place of Work","Babinda","Owner manager of unincorporated enterprise without employees",138
"Persons Aged 15 Years and Over Place of Work","Babinda","Owner manager of unincorporated enterprise - employees not stated",10
"Persons Aged 15 Years and Over Place of Work","Babinda","Contributing family worker",113
"Persons Aged 15 Years and Over Place of Work","Babinda","Not stated",41
"Persons Aged 15 Years and Over Place of Work","Babinda","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Babinda","Total",1186
"Persons Aged 15 Years and Over Place of Work","Innisfail","Employee",3652
"Persons Aged 15 Years and Over Place of Work","Innisfail","Owner manager of incorporated enterprise with employees",159
"Persons Aged 15 Years and Over Place of Work","Innisfail","Owner manager of incorporated enterprise without employees",32
"Persons Aged 15 Years and Over Place of Work","Innisfail","Owner manager of incorporated enterprise - employees not stated",3
"Persons Aged 15 Years and Over Place of Work","Innisfail","Owner manager of unincorporated enterprise with employees",96
"Persons Aged 15 Years and Over Place of Work","Innisfail","Owner manager of unincorporated enterprise without employees",166
"Persons Aged 15 Years and Over Place of Work","Innisfail","Owner manager of unincorporated enterprise - employees not stated",10
"Persons Aged 15 Years and Over Place of Work","Innisfail","Contributing family worker",75
"Persons Aged 15 Years and Over Place of Work","Innisfail","Not stated",63
"Persons Aged 15 Years and Over Place of Work","Innisfail","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Innisfail","Total",4250
"Persons Aged 15 Years and Over Place of Work","Johnstone","Employee",1644
"Persons Aged 15 Years and Over Place of Work","Johnstone","Owner manager of incorporated enterprise with employees",150
"Persons Aged 15 Years and Over Place of Work","Johnstone","Owner manager of incorporated enterprise without employees",57
"Persons Aged 15 Years and Over Place of Work","Johnstone","Owner manager of incorporated enterprise - employees not stated",3
"Persons Aged 15 Years and Over Place of Work","Johnstone","Owner manager of unincorporated enterprise with employees",89
"Persons Aged 15 Years and Over Place of Work","Johnstone","Owner manager of unincorporated enterprise without employees",219
"Persons Aged 15 Years and Over Place of Work","Johnstone","Owner manager of unincorporated enterprise - employees not stated",4
"Persons Aged 15 Years and Over Place of Work","Johnstone","Contributing family worker",184
"Persons Aged 15 Years and Over Place of Work","Johnstone","Not stated",50
"Persons Aged 15 Years and Over Place of Work","Johnstone","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Johnstone","Total",2411
"Persons Aged 15 Years and Over Place of Work","Tully","Employee",3574
"Persons Aged 15 Years and Over Place of Work","Tully","Owner manager of incorporated enterprise with employees",233
"Persons Aged 15 Years and Over Place of Work","Tully","Owner manager of incorporated enterprise without employees",91
"Persons Aged 15 Years and Over Place of Work","Tully","Owner manager of incorporated enterprise - employees not stated",10
"Persons Aged 15 Years and Over Place of Work","Tully","Owner manager of unincorporated enterprise with employees",143
"Persons Aged 15 Years and Over Place of Work","Tully","Owner manager of unincorporated enterprise without employees",297
"Persons Aged 15 Years and Over Place of Work","Tully","Owner manager of unincorporated enterprise - employees not stated",15
"Persons Aged 15 Years and Over Place of Work","Tully","Contributing family worker",184
"Persons Aged 15 Years and Over Place of Work","Tully","Not stated",68
"Persons Aged 15 Years and Over Place of Work","Tully","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Tully","Total",4614
"Persons Aged 15 Years and Over Place of Work","Wooroonooran","Employee",0
"Persons Aged 15 Years and Over Place of Work","Wooroonooran","Owner manager of incorporated enterprise with employees",0
"Persons Aged 15 Years and Over Place of Work","Wooroonooran","Owner manager of incorporated enterprise without employees",0
"Persons Aged 15 Years and Over Place of Work","Wooroonooran","Owner manager of incorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Wooroonooran","Owner manager of unincorporated enterprise with employees",0
"Persons Aged 15 Years and Over Place of Work","Wooroonooran","Owner manager of unincorporated enterprise without employees",0
"Persons Aged 15 Years and Over Place of Work","Wooroonooran","Owner manager of unincorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Wooroonooran","Contributing family worker",0
"Persons Aged 15 Years and Over Place of Work","Wooroonooran","Not stated",0
"Persons Aged 15 Years and Over Place of Work","Wooroonooran","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Wooroonooran","Total",0
"Persons Aged 15 Years and Over Place of Work","Yarrabah","Employee",435
"Persons Aged 15 Years and Over Place of Work","Yarrabah","Owner manager of incorporated enterprise with employees",3
"Persons Aged 15 Years and Over Place of Work","Yarrabah","Owner manager of incorporated enterprise without employees",4
"Persons Aged 15 Years and Over Place of Work","Yarrabah","Owner manager of incorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Yarrabah","Owner manager of unincorporated enterprise with employees",0
"Persons Aged 15 Years and Over Place of Work","Yarrabah","Owner manager of unincorporated enterprise without employees",0
"Persons Aged 15 Years and Over Place of Work","Yarrabah","Owner manager of unincorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Yarrabah","Contributing family worker",0
"Persons Aged 15 Years and Over Place of Work","Yarrabah","Not stated",5
"Persons Aged 15 Years and Over Place of Work","Yarrabah","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Yarrabah","Total",448
"Persons Aged 15 Years and Over Place of Work","Daintree","Employee",1755
"Persons Aged 15 Years and Over Place of Work","Daintree","Owner manager of incorporated enterprise with employees",117
"Persons Aged 15 Years and Over Place of Work","Daintree","Owner manager of incorporated enterprise without employees",38
"Persons Aged 15 Years and Over Place of Work","Daintree","Owner manager of incorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Daintree","Owner manager of unincorporated enterprise with employees",75
"Persons Aged 15 Years and Over Place of Work","Daintree","Owner manager of unincorporated enterprise without employees",173
"Persons Aged 15 Years and Over Place of Work","Daintree","Owner manager of unincorporated enterprise - employees not stated",7
"Persons Aged 15 Years and Over Place of Work","Daintree","Contributing family worker",89
"Persons Aged 15 Years and Over Place of Work","Daintree","Not stated",35
"Persons Aged 15 Years and Over Place of Work","Daintree","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Daintree","Total",2284
"Persons Aged 15 Years and Over Place of Work","Port Douglas","Employee",2537
"Persons Aged 15 Years and Over Place of Work","Port Douglas","Owner manager of incorporated enterprise with employees",196
"Persons Aged 15 Years and Over Place of Work","Port Douglas","Owner manager of incorporated enterprise without employees",78
"Persons Aged 15 Years and Over Place of Work","Port Douglas","Owner manager of incorporated enterprise - employees not stated",7
"Persons Aged 15 Years and Over Place of Work","Port Douglas","Owner manager of unincorporated enterprise with employees",117
"Persons Aged 15 Years and Over Place of Work","Port Douglas","Owner manager of unincorporated enterprise without employees",246
"Persons Aged 15 Years and Over Place of Work","Port Douglas","Owner manager of unincorporated enterprise - employees not stated",6
"Persons Aged 15 Years and Over Place of Work","Port Douglas","Contributing family worker",72
"Persons Aged 15 Years and Over Place of Work","Port Douglas","Not stated",37
"Persons Aged 15 Years and Over Place of Work","Port Douglas","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Port Douglas","Total",3296
"Persons Aged 15 Years and Over Place of Work","Atherton","Employee",4057
"Persons Aged 15 Years and Over Place of Work","Atherton","Owner manager of incorporated enterprise with employees",233
"Persons Aged 15 Years and Over Place of Work","Atherton","Owner manager of incorporated enterprise without employees",52
"Persons Aged 15 Years and Over Place of Work","Atherton","Owner manager of incorporated enterprise - employees not stated",3
"Persons Aged 15 Years and Over Place of Work","Atherton","Owner manager of unincorporated enterprise with employees",204
"Persons Aged 15 Years and Over Place of Work","Atherton","Owner manager of unincorporated enterprise without employees",284
"Persons Aged 15 Years and Over Place of Work","Atherton","Owner manager of unincorporated enterprise - employees not stated",7
"Persons Aged 15 Years and Over Place of Work","Atherton","Contributing family worker",130
"Persons Aged 15 Years and Over Place of Work","Atherton","Not stated",71
"Persons Aged 15 Years and Over Place of Work","Atherton","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Atherton","Total",5041
"Persons Aged 15 Years and Over Place of Work","Herberton","Employee",972
"Persons Aged 15 Years and Over Place of Work","Herberton","Owner manager of incorporated enterprise with employees",46
"Persons Aged 15 Years and Over Place of Work","Herberton","Owner manager of incorporated enterprise without employees",34
"Persons Aged 15 Years and Over Place of Work","Herberton","Owner manager of incorporated enterprise - employees not stated",4
"Persons Aged 15 Years and Over Place of Work","Herberton","Owner manager of unincorporated enterprise with employees",49
"Persons Aged 15 Years and Over Place of Work","Herberton","Owner manager of unincorporated enterprise without employees",127
"Persons Aged 15 Years and Over Place of Work","Herberton","Owner manager of unincorporated enterprise - employees not stated",5
"Persons Aged 15 Years and Over Place of Work","Herberton","Contributing family worker",113
"Persons Aged 15 Years and Over Place of Work","Herberton","Not stated",30
"Persons Aged 15 Years and Over Place of Work","Herberton","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Herberton","Total",1381
"Persons Aged 15 Years and Over Place of Work","Kuranda","Employee",659
"Persons Aged 15 Years and Over Place of Work","Kuranda","Owner manager of incorporated enterprise with employees",66
"Persons Aged 15 Years and Over Place of Work","Kuranda","Owner manager of incorporated enterprise without employees",37
"Persons Aged 15 Years and Over Place of Work","Kuranda","Owner manager of incorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Kuranda","Owner manager of unincorporated enterprise with employees",56
"Persons Aged 15 Years and Over Place of Work","Kuranda","Owner manager of unincorporated enterprise without employees",178
"Persons Aged 15 Years and Over Place of Work","Kuranda","Owner manager of unincorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Kuranda","Contributing family worker",41
"Persons Aged 15 Years and Over Place of Work","Kuranda","Not stated",25
"Persons Aged 15 Years and Over Place of Work","Kuranda","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Kuranda","Total",1063
"Persons Aged 15 Years and Over Place of Work","Malanda - Yungaburra","Employee",1305
"Persons Aged 15 Years and Over Place of Work","Malanda - Yungaburra","Owner manager of incorporated enterprise with employees",137
"Persons Aged 15 Years and Over Place of Work","Malanda - Yungaburra","Owner manager of incorporated enterprise without employees",73
"Persons Aged 15 Years and Over Place of Work","Malanda - Yungaburra","Owner manager of incorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Malanda - Yungaburra","Owner manager of unincorporated enterprise with employees",97
"Persons Aged 15 Years and Over Place of Work","Malanda - Yungaburra","Owner manager of unincorporated enterprise without employees",300
"Persons Aged 15 Years and Over Place of Work","Malanda - Yungaburra","Owner manager of unincorporated enterprise - employees not stated",12
"Persons Aged 15 Years and Over Place of Work","Malanda - Yungaburra","Contributing family worker",192
"Persons Aged 15 Years and Over Place of Work","Malanda - Yungaburra","Not stated",35
"Persons Aged 15 Years and Over Place of Work","Malanda - Yungaburra","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Malanda - Yungaburra","Total",2154
"Persons Aged 15 Years and Over Place of Work","Mareeba","Employee",3799
"Persons Aged 15 Years and Over Place of Work","Mareeba","Owner manager of incorporated enterprise with employees",216
"Persons Aged 15 Years and Over Place of Work","Mareeba","Owner manager of incorporated enterprise without employees",42
"Persons Aged 15 Years and Over Place of Work","Mareeba","Owner manager of incorporated enterprise - employees not stated",3
"Persons Aged 15 Years and Over Place of Work","Mareeba","Owner manager of unincorporated enterprise with employees",173
"Persons Aged 15 Years and Over Place of Work","Mareeba","Owner manager of unincorporated enterprise without employees",220
"Persons Aged 15 Years and Over Place of Work","Mareeba","Owner manager of unincorporated enterprise - employees not stated",12
"Persons Aged 15 Years and Over Place of Work","Mareeba","Contributing family worker",123
"Persons Aged 15 Years and Over Place of Work","Mareeba","Not stated",77
"Persons Aged 15 Years and Over Place of Work","Mareeba","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Mareeba","Total",4664
"Persons Aged 15 Years and Over Place of Work","Balonne","Employee",1431
"Persons Aged 15 Years and Over Place of Work","Balonne","Owner manager of incorporated enterprise with employees",184
"Persons Aged 15 Years and Over Place of Work","Balonne","Owner manager of incorporated enterprise without employees",47
"Persons Aged 15 Years and Over Place of Work","Balonne","Owner manager of incorporated enterprise - employees not stated",4
"Persons Aged 15 Years and Over Place of Work","Balonne","Owner manager of unincorporated enterprise with employees",99
"Persons Aged 15 Years and Over Place of Work","Balonne","Owner manager of unincorporated enterprise without employees",142
"Persons Aged 15 Years and Over Place of Work","Balonne","Owner manager of unincorporated enterprise - employees not stated",6
"Persons Aged 15 Years and Over Place of Work","Balonne","Contributing family worker",173
"Persons Aged 15 Years and Over Place of Work","Balonne","Not stated",30
"Persons Aged 15 Years and Over Place of Work","Balonne","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Balonne","Total",2108
"Persons Aged 15 Years and Over Place of Work","Chinchilla","Employee",3055
"Persons Aged 15 Years and Over Place of Work","Chinchilla","Owner manager of incorporated enterprise with employees",154
"Persons Aged 15 Years and Over Place of Work","Chinchilla","Owner manager of incorporated enterprise without employees",77
"Persons Aged 15 Years and Over Place of Work","Chinchilla","Owner manager of incorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Chinchilla","Owner manager of unincorporated enterprise with employees",105
"Persons Aged 15 Years and Over Place of Work","Chinchilla","Owner manager of unincorporated enterprise without employees",215
"Persons Aged 15 Years and Over Place of Work","Chinchilla","Owner manager of unincorporated enterprise - employees not stated",3
"Persons Aged 15 Years and Over Place of Work","Chinchilla","Contributing family worker",203
"Persons Aged 15 Years and Over Place of Work","Chinchilla","Not stated",50
"Persons Aged 15 Years and Over Place of Work","Chinchilla","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Chinchilla","Total",3854
"Persons Aged 15 Years and Over Place of Work","Goondiwindi","Employee",2357
"Persons Aged 15 Years and Over Place of Work","Goondiwindi","Owner manager of incorporated enterprise with employees",203
"Persons Aged 15 Years and Over Place of Work","Goondiwindi","Owner manager of incorporated enterprise without employees",54
"Persons Aged 15 Years and Over Place of Work","Goondiwindi","Owner manager of incorporated enterprise - employees not stated",9
"Persons Aged 15 Years and Over Place of Work","Goondiwindi","Owner manager of unincorporated enterprise with employees",97
"Persons Aged 15 Years and Over Place of Work","Goondiwindi","Owner manager of unincorporated enterprise without employees",172
"Persons Aged 15 Years and Over Place of Work","Goondiwindi","Owner manager of unincorporated enterprise - employees not stated",6
"Persons Aged 15 Years and Over Place of Work","Goondiwindi","Contributing family worker",90
"Persons Aged 15 Years and Over Place of Work","Goondiwindi","Not stated",45
"Persons Aged 15 Years and Over Place of Work","Goondiwindi","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Goondiwindi","Total",3029
"Persons Aged 15 Years and Over Place of Work","Inglewood - Waggamba","Employee",1090
"Persons Aged 15 Years and Over Place of Work","Inglewood - Waggamba","Owner manager of incorporated enterprise with employees",100
"Persons Aged 15 Years and Over Place of Work","Inglewood - Waggamba","Owner manager of incorporated enterprise without employees",38
"Persons Aged 15 Years and Over Place of Work","Inglewood - Waggamba","Owner manager of incorporated enterprise - employees not stated",7
"Persons Aged 15 Years and Over Place of Work","Inglewood - Waggamba","Owner manager of unincorporated enterprise with employees",87
"Persons Aged 15 Years and Over Place of Work","Inglewood - Waggamba","Owner manager of unincorporated enterprise without employees",175
"Persons Aged 15 Years and Over Place of Work","Inglewood - Waggamba","Owner manager of unincorporated enterprise - employees not stated",5
"Persons Aged 15 Years and Over Place of Work","Inglewood - Waggamba","Contributing family worker",201
"Persons Aged 15 Years and Over Place of Work","Inglewood - Waggamba","Not stated",24
"Persons Aged 15 Years and Over Place of Work","Inglewood - Waggamba","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Inglewood - Waggamba","Total",1725
"Persons Aged 15 Years and Over Place of Work","Miles - Wandoan","Employee",2695
"Persons Aged 15 Years and Over Place of Work","Miles - Wandoan","Owner manager of incorporated enterprise with employees",139
"Persons Aged 15 Years and Over Place of Work","Miles - Wandoan","Owner manager of incorporated enterprise without employees",44
"Persons Aged 15 Years and Over Place of Work","Miles - Wandoan","Owner manager of incorporated enterprise - employees not stated",4
"Persons Aged 15 Years and Over Place of Work","Miles - Wandoan","Owner manager of unincorporated enterprise with employees",106
"Persons Aged 15 Years and Over Place of Work","Miles - Wandoan","Owner manager of unincorporated enterprise without employees",202
"Persons Aged 15 Years and Over Place of Work","Miles - Wandoan","Owner manager of unincorporated enterprise - employees not stated",4
"Persons Aged 15 Years and Over Place of Work","Miles - Wandoan","Contributing family worker",181
"Persons Aged 15 Years and Over Place of Work","Miles - Wandoan","Not stated",54
"Persons Aged 15 Years and Over Place of Work","Miles - Wandoan","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Miles - Wandoan","Total",3419
"Persons Aged 15 Years and Over Place of Work","Roma","Employee",3615
"Persons Aged 15 Years and Over Place of Work","Roma","Owner manager of incorporated enterprise with employees",208
"Persons Aged 15 Years and Over Place of Work","Roma","Owner manager of incorporated enterprise without employees",66
"Persons Aged 15 Years and Over Place of Work","Roma","Owner manager of incorporated enterprise - employees not stated",4
"Persons Aged 15 Years and Over Place of Work","Roma","Owner manager of unincorporated enterprise with employees",64
"Persons Aged 15 Years and Over Place of Work","Roma","Owner manager of unincorporated enterprise without employees",152
"Persons Aged 15 Years and Over Place of Work","Roma","Owner manager of unincorporated enterprise - employees not stated",6
"Persons Aged 15 Years and Over Place of Work","Roma","Contributing family worker",58
"Persons Aged 15 Years and Over Place of Work","Roma","Not stated",61
"Persons Aged 15 Years and Over Place of Work","Roma","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Roma","Total",4226
"Persons Aged 15 Years and Over Place of Work","Roma Region","Employee",1600
"Persons Aged 15 Years and Over Place of Work","Roma Region","Owner manager of incorporated enterprise with employees",133
"Persons Aged 15 Years and Over Place of Work","Roma Region","Owner manager of incorporated enterprise without employees",73
"Persons Aged 15 Years and Over Place of Work","Roma Region","Owner manager of incorporated enterprise - employees not stated",12
"Persons Aged 15 Years and Over Place of Work","Roma Region","Owner manager of unincorporated enterprise with employees",130
"Persons Aged 15 Years and Over Place of Work","Roma Region","Owner manager of unincorporated enterprise without employees",334
"Persons Aged 15 Years and Over Place of Work","Roma Region","Owner manager of unincorporated enterprise - employees not stated",16
"Persons Aged 15 Years and Over Place of Work","Roma Region","Contributing family worker",456
"Persons Aged 15 Years and Over Place of Work","Roma Region","Not stated",57
"Persons Aged 15 Years and Over Place of Work","Roma Region","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Roma Region","Total",2814
"Persons Aged 15 Years and Over Place of Work","Tara","Employee",774
"Persons Aged 15 Years and Over Place of Work","Tara","Owner manager of incorporated enterprise with employees",45
"Persons Aged 15 Years and Over Place of Work","Tara","Owner manager of incorporated enterprise without employees",29
"Persons Aged 15 Years and Over Place of Work","Tara","Owner manager of incorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Tara","Owner manager of unincorporated enterprise with employees",87
"Persons Aged 15 Years and Over Place of Work","Tara","Owner manager of unincorporated enterprise without employees",129
"Persons Aged 15 Years and Over Place of Work","Tara","Owner manager of unincorporated enterprise - employees not stated",7
"Persons Aged 15 Years and Over Place of Work","Tara","Contributing family worker",181
"Persons Aged 15 Years and Over Place of Work","Tara","Not stated",24
"Persons Aged 15 Years and Over Place of Work","Tara","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Tara","Total",1280
"Persons Aged 15 Years and Over Place of Work","Crows Nest - Rosalie","Employee",1642
"Persons Aged 15 Years and Over Place of Work","Crows Nest - Rosalie","Owner manager of incorporated enterprise with employees",77
"Persons Aged 15 Years and Over Place of Work","Crows Nest - Rosalie","Owner manager of incorporated enterprise without employees",64
"Persons Aged 15 Years and Over Place of Work","Crows Nest - Rosalie","Owner manager of incorporated enterprise - employees not stated",7
"Persons Aged 15 Years and Over Place of Work","Crows Nest - Rosalie","Owner manager of unincorporated enterprise with employees",116
"Persons Aged 15 Years and Over Place of Work","Crows Nest - Rosalie","Owner manager of unincorporated enterprise without employees",392
"Persons Aged 15 Years and Over Place of Work","Crows Nest - Rosalie","Owner manager of unincorporated enterprise - employees not stated",11
"Persons Aged 15 Years and Over Place of Work","Crows Nest - Rosalie","Contributing family worker",254
"Persons Aged 15 Years and Over Place of Work","Crows Nest - Rosalie","Not stated",41
"Persons Aged 15 Years and Over Place of Work","Crows Nest - Rosalie","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Crows Nest - Rosalie","Total",2598
"Persons Aged 15 Years and Over Place of Work","Jondaryan","Employee",3945
"Persons Aged 15 Years and Over Place of Work","Jondaryan","Owner manager of incorporated enterprise with employees",161
"Persons Aged 15 Years and Over Place of Work","Jondaryan","Owner manager of incorporated enterprise without employees",67
"Persons Aged 15 Years and Over Place of Work","Jondaryan","Owner manager of incorporated enterprise - employees not stated",4
"Persons Aged 15 Years and Over Place of Work","Jondaryan","Owner manager of unincorporated enterprise with employees",91
"Persons Aged 15 Years and Over Place of Work","Jondaryan","Owner manager of unincorporated enterprise without employees",259
"Persons Aged 15 Years and Over Place of Work","Jondaryan","Owner manager of unincorporated enterprise - employees not stated",7
"Persons Aged 15 Years and Over Place of Work","Jondaryan","Contributing family worker",202
"Persons Aged 15 Years and Over Place of Work","Jondaryan","Not stated",46
"Persons Aged 15 Years and Over Place of Work","Jondaryan","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Jondaryan","Total",4781
"Persons Aged 15 Years and Over Place of Work","Millmerran","Employee",1140
"Persons Aged 15 Years and Over Place of Work","Millmerran","Owner manager of incorporated enterprise with employees",67
"Persons Aged 15 Years and Over Place of Work","Millmerran","Owner manager of incorporated enterprise without employees",37
"Persons Aged 15 Years and Over Place of Work","Millmerran","Owner manager of incorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Millmerran","Owner manager of unincorporated enterprise with employees",42
"Persons Aged 15 Years and Over Place of Work","Millmerran","Owner manager of unincorporated enterprise without employees",105
"Persons Aged 15 Years and Over Place of Work","Millmerran","Owner manager of unincorporated enterprise - employees not stated",4
"Persons Aged 15 Years and Over Place of Work","Millmerran","Contributing family worker",103
"Persons Aged 15 Years and Over Place of Work","Millmerran","Not stated",35
"Persons Aged 15 Years and Over Place of Work","Millmerran","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Millmerran","Total",1539
"Persons Aged 15 Years and Over Place of Work","Pittsworth","Employee",1540
"Persons Aged 15 Years and Over Place of Work","Pittsworth","Owner manager of incorporated enterprise with employees",155
"Persons Aged 15 Years and Over Place of Work","Pittsworth","Owner manager of incorporated enterprise without employees",46
"Persons Aged 15 Years and Over Place of Work","Pittsworth","Owner manager of incorporated enterprise - employees not stated",10
"Persons Aged 15 Years and Over Place of Work","Pittsworth","Owner manager of unincorporated enterprise with employees",71
"Persons Aged 15 Years and Over Place of Work","Pittsworth","Owner manager of unincorporated enterprise without employees",148
"Persons Aged 15 Years and Over Place of Work","Pittsworth","Owner manager of unincorporated enterprise - employees not stated",13
"Persons Aged 15 Years and Over Place of Work","Pittsworth","Contributing family worker",124
"Persons Aged 15 Years and Over Place of Work","Pittsworth","Not stated",25
"Persons Aged 15 Years and Over Place of Work","Pittsworth","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Pittsworth","Total",2125
"Persons Aged 15 Years and Over Place of Work","Wambo","Employee",6074
"Persons Aged 15 Years and Over Place of Work","Wambo","Owner manager of incorporated enterprise with employees",352
"Persons Aged 15 Years and Over Place of Work","Wambo","Owner manager of incorporated enterprise without employees",118
"Persons Aged 15 Years and Over Place of Work","Wambo","Owner manager of incorporated enterprise - employees not stated",8
"Persons Aged 15 Years and Over Place of Work","Wambo","Owner manager of unincorporated enterprise with employees",236
"Persons Aged 15 Years and Over Place of Work","Wambo","Owner manager of unincorporated enterprise without employees",459
"Persons Aged 15 Years and Over Place of Work","Wambo","Owner manager of unincorporated enterprise - employees not stated",12
"Persons Aged 15 Years and Over Place of Work","Wambo","Contributing family worker",309
"Persons Aged 15 Years and Over Place of Work","Wambo","Not stated",118
"Persons Aged 15 Years and Over Place of Work","Wambo","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Wambo","Total",7695
"Persons Aged 15 Years and Over Place of Work","Clifton - Greenmount","Employee",805
"Persons Aged 15 Years and Over Place of Work","Clifton - Greenmount","Owner manager of incorporated enterprise with employees",79
"Persons Aged 15 Years and Over Place of Work","Clifton - Greenmount","Owner manager of incorporated enterprise without employees",46
"Persons Aged 15 Years and Over Place of Work","Clifton - Greenmount","Owner manager of incorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Clifton - Greenmount","Owner manager of unincorporated enterprise with employees",61
"Persons Aged 15 Years and Over Place of Work","Clifton - Greenmount","Owner manager of unincorporated enterprise without employees",211
"Persons Aged 15 Years and Over Place of Work","Clifton - Greenmount","Owner manager of unincorporated enterprise - employees not stated",11
"Persons Aged 15 Years and Over Place of Work","Clifton - Greenmount","Contributing family worker",171
"Persons Aged 15 Years and Over Place of Work","Clifton - Greenmount","Not stated",30
"Persons Aged 15 Years and Over Place of Work","Clifton - Greenmount","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Clifton - Greenmount","Total",1420
"Persons Aged 15 Years and Over Place of Work","Southern Downs - East","Employee",581
"Persons Aged 15 Years and Over Place of Work","Southern Downs - East","Owner manager of incorporated enterprise with employees",51
"Persons Aged 15 Years and Over Place of Work","Southern Downs - East","Owner manager of incorporated enterprise without employees",30
"Persons Aged 15 Years and Over Place of Work","Southern Downs - East","Owner manager of incorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Southern Downs - East","Owner manager of unincorporated enterprise with employees",53
"Persons Aged 15 Years and Over Place of Work","Southern Downs - East","Owner manager of unincorporated enterprise without employees",194
"Persons Aged 15 Years and Over Place of Work","Southern Downs - East","Owner manager of unincorporated enterprise - employees not stated",10
"Persons Aged 15 Years and Over Place of Work","Southern Downs - East","Contributing family worker",143
"Persons Aged 15 Years and Over Place of Work","Southern Downs - East","Not stated",31
"Persons Aged 15 Years and Over Place of Work","Southern Downs - East","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Southern Downs - East","Total",1084
"Persons Aged 15 Years and Over Place of Work","Southern Downs - West","Employee",639
"Persons Aged 15 Years and Over Place of Work","Southern Downs - West","Owner manager of incorporated enterprise with employees",71
"Persons Aged 15 Years and Over Place of Work","Southern Downs - West","Owner manager of incorporated enterprise without employees",38
"Persons Aged 15 Years and Over Place of Work","Southern Downs - West","Owner manager of incorporated enterprise - employees not stated",0
"Persons Aged 15 Years and Over Place of Work","Southern Downs - West","Owner manager of unincorporated enterprise with employees",67
"Persons Aged 15 Years and Over Place of Work","Southern Downs - West","Owner manager of unincorporated enterprise without employees",183
"Persons Aged 15 Years and Over Place of Work","Southern Downs - West","Owner manager of unincorporated enterprise - employees not stated",12
"Persons Aged 15 Years and Over Place of Work","Southern Downs - West","Contributing family worker",144
"Persons Aged 15 Years and Over Place of Work","Southern Downs - West","Not stated",25
"Persons Aged 15 Years and Over Place of Work","Southern Downs - West","Not applicable",0
"Persons Aged 15 Years and Over Place of Work","Southern Downs - West","Total",1168
"Persons Aged 15 Years and Over Place of Work","Stanthorpe","Employee",2002
"Persons Aged 15 Years and Over Place of Work","Stanthorpe","Owner manager of incorporated enterprise with employees",119
"Persons Aged 15 Years and Over Place of Work","Stanthorpe","Owner manager of incorporated enterprise without employees",25
